Adw.TabViewShortcuts	enum	Adw
Adw.TimedAnimation	class	Adw
Adw.TimedAnimationClass	record	Adw
Adw.Toast	class	Adw
Adw.ToastClass	record	Adw
Adw.ToastOverlay	widget	Adw
Adw.ToastOverlayClass	record	Adw
Adw.ToastPriority	enum	Adw
Adw.Toggle	class	Adw
Adw.ToggleClass	record	Adw
Adw.ToggleGroup	widget	Adw
Adw.ToggleGroupClass	record	Adw
Adw.ToolbarStyle	enum	Adw
Adw.ToolbarView	widget	Adw
Adw.ToolbarViewClass	record	Adw
Adw.ViewStack	widget	Adw
Adw.ViewStackClass	record	Adw
Adw.ViewStackPage	class	Adw
Adw.ViewStackPageClass	record	Adw
Adw.ViewStackPages	class	Adw
Adw.ViewStackPagesClass	record	Adw
Adw.ViewSwitcher	widget	Adw
Adw.ViewSwitcherBar	widget	Adw
Adw.ViewSwitcherBarClass	record	Adw
Adw.ViewSwitcherClass	record	Adw
Adw.ViewSwitcherPolicy	enum	Adw
Adw.ViewSwitcherSidebar	widget	Adw
Adw.ViewSwitcherSidebarClass	record	Adw
Adw.ViewSwitcherTitle	widget	Adw
Adw.ViewSwitcherTitleClass	record	Adw
Adw.Window	widget	Adw
Adw.WindowClass	record	Adw
Adw.WindowTitle	widget	Adw
Adw.WindowTitleClass	record	Adw
Adw.WrapBox	widget	Adw
Adw.WrapBoxClass	record	Adw
Adw.WrapLayout	class	Adw
Adw.WrapLayoutClass	record	Adw
Adw.WrapPolicy	enum	Adw
Gdk.AnchorHints	enum	Gdk
Gdk.AppLaunchContext	class	Gdk
Gdk.AxisFlags	enum	Gdk
Gdk.AxisUse	enum	Gdk
Gdk.ButtonEvent	class	Gdk
Gdk.CairoContext	class	Gdk
Gdk.CicpParams	class	Gdk
Gdk.CicpParamsClass	record	Gdk
Gdk.CicpRange	enum	Gdk
Gdk.Clipboard	class	Gdk
Gdk.ColorChannel	enum	Gdk
Gdk.ColorState	record	Gdk
Gdk.ContentDeserializer	class	Gdk
Gdk.ContentFormats	record	Gdk
Gdk.ContentFormatsBuilder	record	Gdk
Gdk.ContentProvider	class	Gdk
Gdk.ContentProviderClass	record	Gdk
Gdk.ContentSerializer	class	Gdk
Gdk.CrossingEvent	class	Gdk
Gdk.CrossingMode	enum	Gdk
Gdk.Cursor	class	Gdk
Gdk.DNDEvent	class	Gdk
Gdk.DeleteEvent	class	Gdk
Gdk.Device	class	Gdk
Gdk.DevicePad	iface	Gdk
Gdk.DevicePadFeature	enum	Gdk
Gdk.DevicePadInterface	record	Gdk
Gdk.DeviceTool	class	Gdk
Gdk.DeviceToolType	enum	Gdk
Gdk.Display	class	Gdk
Gdk.DisplayManager	class	Gdk
Gdk.DmabufError	enum	Gdk
Gdk.DmabufFormats	record	Gdk
Gdk.DmabufTexture	class	Gdk
Gdk.DmabufTextureBuilder	class	Gdk
Gdk.DmabufTextureBuilderClass	record	Gdk
Gdk.DmabufTextureClass	record	Gdk
Gdk.Drag	class	Gdk
Gdk.DragAction	enum	Gdk
Gdk.DragCancelReason	enum	Gdk
Gdk.DragSurface	iface	Gdk
Gdk.DragSurfaceInterface	record	Gdk
Gdk.DragSurfaceSize	record	Gdk
Gdk.DrawContext	class	Gdk
Gdk.Drop	class	Gdk
Gdk.Event	class	Gdk
Gdk.EventSequence	record	Gdk
Gdk.EventType	enum	Gdk
Gdk.FileList	record	Gdk
Gdk.FocusEvent	class	Gdk
Gdk.FrameClock	class	Gdk
Gdk.FrameClockClass	record	Gdk
Gdk.FrameClockPhase	enum	Gdk
Gdk.FrameClockPrivate	record	Gdk
Gdk.FrameTimings	record	Gdk
Gdk.FullscreenMode	enum	Gdk
Gdk.GLAPI	enum	Gdk
Gdk.GLContext	class	Gdk
Gdk.GLError	enum	Gdk
Gdk.GLTexture	class	Gdk
Gdk.GLTextureBuilder	class	Gdk
Gdk.GLTextureBuilderClass	record	Gdk
Gdk.GLTextureClass	record	Gdk
Gdk.GrabBrokenEvent	class	Gdk
Gdk.Gravity	enum	Gdk
Gdk.InputSource	enum	Gdk
Gdk.KeyEvent	class	Gdk
Gdk.KeyMatch	enum	Gdk
Gdk.KeymapKey	record	Gdk
Gdk.MemoryFormat	enum	Gdk
Gdk.MemoryTexture	class	Gdk
Gdk.MemoryTextureBuilder	class	Gdk
Gdk.MemoryTextureBuilderClass	record	Gdk
Gdk.MemoryTextureClass	record	Gdk
Gdk.ModifierType	enum	Gdk
Gdk.Monitor	class	Gdk
Gdk.MonitorClass	record	Gdk
Gdk.MotionEvent	class	Gdk
Gdk.NotifyType	enum	Gdk
Gdk.PadEvent	class	Gdk
Gdk.Paintable	iface	Gdk
Gdk.PaintableFlags	enum	Gdk
Gdk.PaintableInterface	record	Gdk
Gdk.Popup	iface	Gdk
Gdk.PopupInterface	record	Gdk
Gdk.PopupLayout	record	Gdk
Gdk.ProximityEvent	class	Gdk
Gdk.RGBA	record	Gdk
Gdk.Rectangle	record	Gdk
Gdk.ScrollDirection	enum	Gdk
Gdk.ScrollEvent	class	Gdk
Gdk.ScrollRelativeDirection	enum	Gdk
Gdk.ScrollUnit	enum	Gdk
Gdk.Seat	class	Gdk
Gdk.SeatCapabilities	enum	Gdk
Gdk.Snapshot	class	Gdk
Gdk.SnapshotClass	record	Gdk
Gdk.SubpixelLayout	enum	Gdk
Gdk.Surface	class	Gdk
Gdk.SurfaceClass	record	Gdk
Gdk.SurfaceEdge	enum	Gdk
Gdk.Texture	class	Gdk
Gdk.TextureClass	record	Gdk
Gdk.TextureDownloader	record	Gdk
Gdk.TextureError	enum	Gdk
Gdk.TimeCoord	record	Gdk
Gdk.TitlebarGesture	enum	Gdk
Gdk.Toplevel	iface	Gdk
Gdk.ToplevelCapabilities	enum	Gdk
Gdk.ToplevelInterface	record	Gdk
Gdk.ToplevelLayout	record	Gdk
Gdk.ToplevelSize	record	Gdk
Gdk.ToplevelState	enum	Gdk
Gdk.TouchEvent	class	Gdk
Gdk.TouchpadEvent	class	Gdk
Gdk.TouchpadGesturePhase	enum	Gdk
Gdk.VulkanContext	class	Gdk
Gdk.VulkanError	enum	Gdk
Gsk.BlendMode	enum	Gsk
Gsk.BlendNode	class	Gsk
Gsk.BlurNode	class	Gsk
Gsk.BorderNode	class	Gsk
Gsk.BroadwayRenderer	class	Gsk
Gsk.BroadwayRendererClass	record	Gsk
Gsk.CairoNode	class	Gsk
Gsk.CairoRenderer	class	Gsk
Gsk.CairoRendererClass	record	Gsk
Gsk.ClipNode	class	Gsk
Gsk.ColorMatrixNode	class	Gsk
Gsk.ColorNode	class	Gsk
Gsk.ColorStop	record	Gsk
Gsk.ComponentTransfer	record	Gsk
Gsk.ComponentTransferNode	class	Gsk
Gsk.CompositeNode	class	Gsk
Gsk.ConicGradientNode	class	Gsk
Gsk.ContainerNode	class	Gsk
Gsk.CopyNode	class	Gsk
Gsk.Corner	enum	Gsk
Gsk.CrossFadeNode	class	Gsk
Gsk.DebugNode	class	Gsk
Gsk.FillNode	class	Gsk
Gsk.FillRule	enum	Gsk
Gsk.GLRenderer	class	Gsk
Gsk.GLRendererClass	record	Gsk
Gsk.GLShader	class	Gsk
Gsk.GLShaderClass	record	Gsk
Gsk.GLShaderNode	class	Gsk
Gsk.GLUniformType	enum	Gsk
Gsk.InsetShadowNode	class	Gsk
Gsk.Isolation	enum	Gsk
Gsk.IsolationNode	class	Gsk
Gsk.LineCap	enum	Gsk
Gsk.LineJoin	enum	Gsk
Gsk.LinearGradientNode	class	Gsk
Gsk.MaskMode	enum	Gsk
Gsk.MaskNode	class	Gsk
Gsk.NglRenderer	class	Gsk
Gsk.OpacityNode	class	Gsk
Gsk.OutsetShadowNode	class	Gsk
Gsk.ParseLocation	record	Gsk
Gsk.PasteNode	class	Gsk
Gsk.Path	record	Gsk
Gsk.PathBuilder	record	Gsk
Gsk.PathDirection	enum	Gsk
Gsk.PathForeachFlags	enum	Gsk
Gsk.PathIntersection	enum	Gsk
Gsk.PathMeasure	record	Gsk
Gsk.PathOperation	enum	Gsk
Gsk.PathPoint	record	Gsk
Gsk.PorterDuff	enum	Gsk
Gsk.RadialGradientNode	class	Gsk
Gsk.RenderNode	class	Gsk
Gsk.RenderNodeType	enum	Gsk
Gsk.RenderReplay	record	Gsk
Gsk.Renderer	class	Gsk
Gsk.RendererClass	record	Gsk
Gsk.RepeatNode	class	Gsk
Gsk.RepeatingLinearGradientNode	class	Gsk
Gsk.RepeatingRadialGradientNode	class	Gsk
Gsk.RoundedClipNode	class	Gsk
Gsk.RoundedRect	record	Gsk
Gsk.ScalingFilter	enum	Gsk
Gsk.SerializationError	enum	Gsk
Gsk.ShaderArgsBuilder	record	Gsk
Gsk.Shadow	record	Gsk
Gsk.ShadowNode	class	Gsk
Gsk.Stroke	record	Gsk
Gsk.StrokeNode	class	Gsk
Gsk.SubsurfaceNode	class	Gsk
Gsk.TextNode	class	Gsk
Gsk.TextureNode	class	Gsk
Gsk.TextureScaleNode	class	Gsk
Gsk.Transform	record	Gsk
Gsk.TransformCategory	enum	Gsk
Gsk.TransformNode	class	Gsk
Gsk.VulkanRenderer	class	Gsk
Gsk.VulkanRendererClass	record	Gsk
Gtk.ATContext	class	Gtk
Gtk.ATContextClass	record	Gtk
Gtk.AboutDialog	widget	Gtk
Gtk.Accessible	iface	Gtk
Gtk.AccessibleAnnouncementPriority	enum	Gtk
Gtk.AccessibleAutocomplete	enum	Gtk
Gtk.AccessibleHyperlink	class	Gtk
Gtk.AccessibleHyperlinkClass	record	Gtk
Gtk.AccessibleHypertext	iface	Gtk
Gtk.AccessibleHypertextInterface	record	Gtk
Gtk.AccessibleInterface	record	Gtk
Gtk.AccessibleInvalidState	enum	Gtk
Gtk.AccessibleList	record	Gtk
Gtk.AccessiblePlatformState	enum	Gtk
Gtk.AccessibleProperty	enum	Gtk
Gtk.AccessibleRange	iface	Gtk
Gtk.AccessibleRangeInterface	record	Gtk
Gtk.AccessibleRelation	enum	Gtk
Gtk.AccessibleRole	enum	Gtk
Gtk.AccessibleSort	enum	Gtk
Gtk.AccessibleState	enum	Gtk
Gtk.AccessibleText	iface	Gtk
Gtk.AccessibleTextContentChange	enum	Gtk
Gtk.AccessibleTextGranularity	enum	Gtk
Gtk.AccessibleTextInterface	record	Gtk
Gtk.AccessibleTextRange	record	Gtk
Gtk.AccessibleTristate	enum	Gtk
Gtk.ActionBar	widget	Gtk
Gtk.Actionable	iface	Gtk
Gtk.ActionableInterface	record	Gtk
Gtk.ActivateAction	class	Gtk
Gtk.ActivateActionClass	record	Gtk
Gtk.Adjustment	class	Gtk
Gtk.AdjustmentClass	record	Gtk
Gtk.AlertDialog	class	Gtk
Gtk.AlertDialogClass	record	Gtk
Gtk.Align	enum	Gtk
Gtk.AlternativeTrigger	class	Gtk
Gtk.AlternativeTriggerClass	record	Gtk
Gtk.AnyFilter	class	Gtk
Gtk.AnyFilterClass	record	Gtk
Gtk.AppChooser	iface	Gtk
Gtk.AppChooserButton	widget	Gtk
Gtk.AppChooserDialog	widget	Gtk
Gtk.AppChooserWidget	widget	Gtk
Gtk.Application	class	Gtk
Gtk.ApplicationClass	record	Gtk
Gtk.ApplicationInhibitFlags	enum	Gtk
Gtk.ApplicationWindow	widget	Gtk
Gtk.ApplicationWindowClass	record	Gtk
Gtk.ArrowType	enum	Gtk
Gtk.AspectFrame	widget	Gtk
Gtk.Assistant	widget	Gtk
Gtk.AssistantPage	class	Gtk
Gtk.AssistantPageType	enum	Gtk
Gtk.BaselinePosition	enum	Gtk
Gtk.BinLayout	class	Gtk
Gtk.BinLayoutClass	record	Gtk
Gtk.Bitset	record	Gtk
Gtk.BitsetIter	record	Gtk
Gtk.BookmarkList	class	Gtk
Gtk.BookmarkListClass	record	Gtk
Gtk.BoolFilter	class	Gtk
Gtk.BoolFilterClass	record	Gtk
Gtk.Border	record	Gtk
Gtk.BorderStyle	enum	Gtk
Gtk.Box	widget	Gtk
Gtk.BoxClass	record	Gtk
Gtk.BoxLayout	class	Gtk
Gtk.BoxLayoutClass	record	Gtk
Gtk.Buildable	iface	Gtk
Gtk.BuildableIface	record	Gtk
Gtk.BuildableParseContext	record	Gtk
Gtk.BuildableParser	record	Gtk
Gtk.Builder	class	Gtk
Gtk.BuilderCScope	class	Gtk
Gtk.BuilderCScopeClass	record	Gtk
Gtk.BuilderClass	record	Gtk
Gtk.BuilderClosureFlags	enum	Gtk
Gtk.BuilderError	enum	Gtk
Gtk.BuilderListItemFactory	class	Gtk
Gtk.BuilderListItemFactoryClass	record	Gtk
Gtk.BuilderScope	iface	Gtk
Gtk.BuilderScopeInterface	record	Gtk
Gtk.Button	widget	Gtk
Gtk.ButtonClass	record	Gtk
Gtk.ButtonPrivate	record	Gtk
Gtk.ButtonsType	enum	Gtk
Gtk.CClosureExpression	class	Gtk
Gtk.Calendar	widget	Gtk
Gtk.CallbackAction	class	Gtk
Gtk.CallbackActionClass	record	Gtk
Gtk.CellArea	class	Gtk
Gtk.CellAreaBox	class	Gtk
Gtk.CellAreaClass	record	Gtk
Gtk.CellAreaContext	class	Gtk
Gtk.CellAreaContextClass	record	Gtk
Gtk.CellAreaContextPrivate	record	Gtk
Gtk.CellEditable	iface	Gtk
Gtk.CellEditableIface	record	Gtk
Gtk.CellLayout	iface	Gtk
Gtk.CellLayoutIface	record	Gtk
Gtk.CellRenderer	class	Gtk
Gtk.CellRendererAccel	class	Gtk
Gtk.CellRendererAccelMode	enum	Gtk
Gtk.CellRendererClass	record	Gtk
Gtk.CellRendererClassPrivate	record	Gtk
Gtk.CellRendererCombo	class	Gtk
Gtk.CellRendererMode	enum	Gtk
Gtk.CellRendererPixbuf	class	Gtk
Gtk.CellRendererPrivate	record	Gtk
Gtk.CellRendererProgress	class	Gtk
Gtk.CellRendererSpin	class	Gtk
Gtk.CellRendererSpinner	class	Gtk
Gtk.CellRendererState	enum	Gtk
Gtk.CellRendererText	class	Gtk
Gtk.CellRendererTextClass	record	Gtk
Gtk.CellRendererToggle	class	Gtk
Gtk.CellView	widget	Gtk
Gtk.CenterBox	widget	Gtk
Gtk.CenterBoxClass	record	Gtk
Gtk.CenterLayout	class	Gtk
Gtk.CenterLayoutClass	record	Gtk
Gtk.CheckButton	widget	Gtk
Gtk.CheckButtonClass	record	Gtk
Gtk.ClosureExpression	class	Gtk
Gtk.Collation	enum	Gtk
Gtk.ColorButton	widget	Gtk
Gtk.ColorChooser	iface	Gtk
Gtk.ColorChooserDialog	widget	Gtk
Gtk.ColorChooserInterface	record	Gtk
Gtk.ColorChooserWidget	widget	Gtk
Gtk.ColorDialog	class	Gtk
Gtk.ColorDialogButton	widget	Gtk
Gtk.ColorDialogButtonClass	record	Gtk
Gtk.ColorDialogClass	record	Gtk
Gtk.ColumnView	widget	Gtk
Gtk.ColumnViewCell	class	Gtk
Gtk.ColumnViewCellClass	record	Gtk
Gtk.ColumnViewClass	record	Gtk
Gtk.ColumnViewColumn	class	Gtk
Gtk.ColumnViewColumnClass	record	Gtk
Gtk.ColumnViewRow	class	Gtk
Gtk.ColumnViewRowClass	record	Gtk
Gtk.ColumnViewSorter	class	Gtk
Gtk.ColumnViewSorterClass	record	Gtk
Gtk.ComboBox	widget	Gtk
Gtk.ComboBoxClass	record	Gtk
Gtk.ComboBoxText	widget	Gtk
Gtk.ConstantExpression	class	Gtk
Gtk.Constraint	class	Gtk
Gtk.ConstraintAttribute	enum	Gtk
Gtk.ConstraintClass	record	Gtk
Gtk.ConstraintGuide	class	Gtk
Gtk.ConstraintGuideClass	record	Gtk
Gtk.ConstraintLayout	class	Gtk
Gtk.ConstraintLayoutChild	class	Gtk
Gtk.ConstraintLayoutChildClass	record	Gtk
Gtk.ConstraintLayoutClass	record	Gtk
Gtk.ConstraintRelation	enum	Gtk
Gtk.ConstraintStrength	enum	Gtk
Gtk.ConstraintTarget	iface	Gtk
Gtk.ConstraintTargetInterface	record	Gtk
Gtk.ConstraintVflParserError	enum	Gtk
Gtk.ContentFit	enum	Gtk
Gtk.CornerType	enum	Gtk
Gtk.CssLocation	record	Gtk
Gtk.CssParserError	enum	Gtk
Gtk.CssParserWarning	enum	Gtk
Gtk.CssProvider	class	Gtk
Gtk.CssProviderClass	record	Gtk
Gtk.CssProviderPrivate	record	Gtk
Gtk.CssSection	record	Gtk
Gtk.CssStyleChange	record	Gtk
Gtk.CustomFilter	class	Gtk
Gtk.CustomFilterClass	record	Gtk
Gtk.CustomLayout	class	Gtk
Gtk.CustomLayoutClass	record	Gtk
Gtk.CustomSorter	class	Gtk
Gtk.CustomSorterClass	record	Gtk
Gtk.DebugFlags	enum	Gtk
Gtk.DeleteType	enum	Gtk
Gtk.Dialog	widget	Gtk
Gtk.DialogClass	record	Gtk
Gtk.DialogError	enum	Gtk
Gtk.DialogFlags	enum	Gtk
Gtk.DirectionType	enum	Gtk
Gtk.DirectoryList	class	Gtk
Gtk.DirectoryListClass	record	Gtk
Gtk.DragIcon	widget	Gtk
Gtk.DragIconClass	record	Gtk
Gtk.DragSource	controller	Gtk
Gtk.DragSourceClass	record	Gtk
Gtk.DrawingArea	widget	Gtk
Gtk.DrawingAreaClass	record	Gtk
Gtk.DropControllerMotion	controller	Gtk
Gtk.DropControllerMotionClass	record	Gtk
Gtk.DropDown	widget	Gtk
Gtk.DropDownClass	record	Gtk
Gtk.DropTarget	controller	Gtk
Gtk.DropTargetAsync	controller	Gtk
Gtk.DropTargetAsyncClass	record	Gtk
Gtk.DropTargetClass	record	Gtk
Gtk.Editable	iface	Gtk
Gtk.EditableInterface	record	Gtk
Gtk.EditableLabel	widget	Gtk
Gtk.EditableLabelClass	record	Gtk
Gtk.EditableProperties	enum	Gtk
Gtk.EmojiChooser	widget	Gtk
Gtk.EmojiChooserClass	record	Gtk
Gtk.Entry	widget	Gtk
Gtk.EntryBuffer	class	Gtk
Gtk.EntryBufferClass	record	Gtk
Gtk.EntryClass	record	Gtk
Gtk.EntryCompletion	class	Gtk
Gtk.EntryIconPosition	enum	Gtk
Gtk.EventController	controller	Gtk
Gtk.EventControllerClass	record	Gtk
Gtk.EventControllerFocus	controller	Gtk
Gtk.EventControllerFocusClass	record	Gtk
Gtk.EventControllerKey	controller	Gtk
Gtk.EventControllerKeyClass	record	Gtk
Gtk.EventControllerLegacy	controller	Gtk
Gtk.EventControllerLegacyClass	record	Gtk
Gtk.EventControllerMotion	controller	Gtk
Gtk.EventControllerMotionClass	record	Gtk
Gtk.EventControllerScroll	controller	Gtk
Gtk.EventControllerScrollClass	record	Gtk
Gtk.EventControllerScrollFlags	enum	Gtk
Gtk.EventSequenceState	enum	Gtk
Gtk.EveryFilter	class	Gtk
Gtk.EveryFilterClass	record	Gtk
Gtk.Expander	widget	Gtk
Gtk.Expression	class	Gtk
Gtk.ExpressionWatch	record	Gtk
Gtk.FileChooser	iface	Gtk
Gtk.FileChooserAction	enum	Gtk
Gtk.FileChooserDialog	widget	Gtk
Gtk.FileChooserError	enum	Gtk
Gtk.FileChooserNative	class	Gtk
Gtk.FileChooserNativeClass	record	Gtk
Gtk.FileChooserWidget	widget	Gtk
Gtk.FileDialog	class	Gtk
Gtk.FileDialogClass	record	Gtk
Gtk.FileFilter	class	Gtk
Gtk.FileLauncher	class	Gtk
Gtk.FileLauncherClass	record	Gtk
Gtk.Filter	class	Gtk
Gtk.FilterChange	enum	Gtk
Gtk.FilterClass	record	Gtk
Gtk.FilterListModel	class	Gtk
Gtk.FilterListModelClass	record	Gtk
Gtk.FilterMatch	enum	Gtk
Gtk.Fixed	widget	Gtk
Gtk.FixedClass	record	Gtk
Gtk.FixedLayout	class	Gtk
Gtk.FixedLayoutChild	class	Gtk
Gtk.FixedLayoutChildClass	record	Gtk
Gtk.FixedLayoutClass	record	Gtk
Gtk.FlattenListModel	class	Gtk
Gtk.FlattenListModelClass	record	Gtk
Gtk.FlowBox	widget	Gtk
Gtk.FlowBoxChild	widget	Gtk
Gtk.FlowBoxChildClass	record	Gtk
Gtk.FontButton	widget	Gtk
Gtk.FontChooser	iface	Gtk
Gtk.FontChooserDialog	widget	Gtk
Gtk.FontChooserIface	record	Gtk
Gtk.FontChooserLevel	enum	Gtk
Gtk.FontChooserWidget	widget	Gtk
Gtk.FontDialog	class	Gtk
Gtk.FontDialogButton	widget	Gtk
Gtk.FontDialogButtonClass	record	Gtk
Gtk.FontDialogClass	record	Gtk
Gtk.FontLevel	enum	Gtk
Gtk.FontRendering	enum	Gtk
Gtk.Frame	widget	Gtk
Gtk.FrameClass	record	Gtk
Gtk.GLArea	widget	Gtk
Gtk.GLAreaClass	record	Gtk
Gtk.Gesture	controller	Gtk
Gtk.GestureClass	record	Gtk
Gtk.GestureClick	controller	Gtk
Gtk.GestureClickClass	record	Gtk
Gtk.GestureDrag	controller	Gtk
Gtk.GestureDragClass	record	Gtk
Gtk.GestureLongPress	controller	Gtk
Gtk.GestureLongPressClass	record	Gtk
Gtk.GesturePan	controller	Gtk
Gtk.GesturePanClass	record	Gtk
Gtk.GestureRotate	controller	Gtk
Gtk.GestureRotateClass	record	Gtk
Gtk.GestureSingle	controller	Gtk
Gtk.GestureSingleClass	record	Gtk
Gtk.GestureStylus	controller	Gtk
Gtk.GestureStylusClass	record	Gtk
Gtk.GestureSwipe	controller	Gtk
Gtk.GestureSwipeClass	record	Gtk
Gtk.GestureZoom	controller	Gtk
Gtk.GestureZoomClass	record	Gtk
